Hours Studied,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Target
6,1,7,7,0.9310714285714285
2,0,5,3,0.7364634146341463
7,1,6,1,0.8800000000000001
2,1,8,1,0.5687234042553192
8,0,4,7,0.9138461538461539
8,0,6,7,0.9435937499999999
1,1,4,0,0.44999999999999996
8,0,5,5,0.8963513513513514
2,0,5,8,0.5833928571428572
6,0,8,8,0.7989473684210526
1,0,6,1,0.73
5,1,9,7,0.81
7,0,6,7,0.8066666666666668
1,1,9,3,0.74
2,1,5,3,0.5480357142857143
7,0,4,4,0.8813414634146342
6,0,9,9,0.7650000000000001
3,1,9,6,0.6479999999999999
2,0,8,0,0.49500000000000005
4,0,7,8,0.8066666666666666
3,1,5,2,0.7687058823529412
7,1,9,3,0.8679452054794521
8,1,5,6,0.933103448275862
2,0,8,4,0.580344827586207
7,0,4,4,0.8004255319148936
8,1,6,0,0.9094186046511628
6,1,5,1,0.7071428571428571
6,0,8,4,0.7425
1,0,8,1,0.7071428571428572
4,0,8,0,0.7851724137931034
1,1,6,9,0.7102173913043479
4,0,5,2,0.6853846153846154
2,0,9,0,0.6004918032786886
5,1,8,9,0.8468674698795181
9,0,6,7,0.9420967741935483
3,1,4,7,0.6092307692307691
8,0,7,7,0.8250000000000001
3,1,5,6,0.82125
6,1,6,6,0.8054237288135594
4,1,7,1,0.7683582089552239
8,0,7,8,0.9422891566265061
6,0,6,6,0.8765624999999999
8,0,9,4,0.9378947368421053
1,0,9,3,0.6128571428571429
6,1,6,7,0.8587951807228916
1,0,6,4,0.70125
1,0,8,5,0.6040677966101695
8,1,4,3,0.89
7,1,9,1,0.933103448275862
3,1,8,6,0.7317391304347826
6,1,7,1,0.8945783132530121
9,0,7,6,0.9075
7,1,7,6,0.8485714285714285
3,0,6,0,0.7425
6,0,5,9,0.7248214285714285
4,1,8,9,0.7787999999999999
3,1,5,2,0.5790566037735849
9,1,4,2,0.9217241379310346
2,1,4,5,0.49500000000000005
1,1,8,2,0.7576530612244897
2,0,7,8,0.495
7,1,9,4,0.9487499999999999
1,0,4,5,0.6679518072289158
6,1,5,5,0.8366197183098592
7,0,5,7,0.9094186046511628
9,0,9,9,0.9305999999999999
8,0,6,2,0.8799999999999999
6,1,7,8,0.7485365853658537
3,1,6,6,0.6853846153846154
8,1,8,5,0.9209302325581395
7,0,4,0,0.8132142857142858
3,0,9,3,0.6717857142857143
9,1,9,4,0.9456716417910448
2,1,9,1,0.66
3,0,6,0,0.7268354430379746
2,0,6,1,0.5908064516129032
1,1,8,7,0.7221176470588235
4,1,5,9,0.77
5,1,5,5,0.7716176470588236
6,0,8,9,0.6906976744186046
5,0,9,1,0.7585714285714286
1,1,5,8,0.5823529411764706
3,1,8,7,0.631551724137931
1,1,5,3,0.615
5,1,8,9,0.815294117647059
5,1,5,6,0.8441052631578948
6,0,9,2,0.8712000000000001
8,1,6,5,0.9498648648648648
1,0,6,2,0.6962637362637363
4,0,9,9,0.682
1,0,5,2,0.7273469387755102
9,0,9,8,0.9101612903225805
7,0,8,5,0.8503846153846155
7,0,6,7,0.8851764705882353
5,0,4,3,0.8110843373493977
7,0,5,3,0.8875862068965518
2,1,4,7,0.7397802197802198
4,1,4,6,0.526595744680851
7,1,7,4,0.9057446808510639
3,1,4,1,0.3621951219512195
2,1,4,5,0.5330769230769231
2,0,9,0,0.7268354430379746
1,0,7,6,0.7424999999999999
5,0,7,8,0.7425
6,0,7,4,0.8344285714285714
6,0,8,4,0.8485714285714285
9,1,7,6,0.9558620689655172
4,1,9,4,0.7392000000000001
1,0,8,9,0.7055172413793104
6,1,5,3,0.8485714285714285
5,1,8,0,0.7971428571428572
6,1,5,5,0.81
3,1,7,8,0.7524
2,1,7,3,0.6941379310344827
6,0,5,9,0.7824193548387096
1,1,6,3,0.7477659574468085
7,1,9,4,0.9075000000000001
7,0,8,5,0.8376923076923076
7,0,9,2,0.8857894736842107
1,0,9,8,0.6906976744186046
4,0,4,0,0.6853846153846154
7,0,7,5,0.9022784810126582
9,0,8,5,0.8823913043478261
5,0,9,7,0.8502352941176471
2,0,8,4,0.7234615384615384
7,1,9,8,0.8926229508196722
1,0,7,8,0.6726923076923077
7,0,9,1,0.8462903225806452
6,1,5,4,0.8879381443298969
7,0,7,6,0.8752173913043477
3,0,8,1,0.6599999999999999
3,0,6,6,0.7333333333333333
7,0,9,8,0.8510526315789473
2,1,5,7,0.7454117647058824
1,1,7,9,0.46469387755102043
9,0,4,8,0.9138461538461539
9,1,7,3,1.018695652173913
7,1,8,7,0.8986153846153846
7,1,8,8,0.8178260869565218
3,1,4,9,0.5165217391304348
2,1,5,1,0.405
7,1,8,9,0.8167500000000001
9,0,5,2,0.9434117647058824
1,0,5,0,0.5210526315789473
4,1,7,0,0.6092307692307691
6,1,5,9,0.7734374999999999
7,1,9,5,0.9148101265822784
7,0,8,0,0.8004255319148936
2,0,8,4,0.5657142857142857
4,0,6,5,0.7947887323943662
5,0,5,8,0.7248214285714285
1,0,6,5,0.6685714285714286
1,0,7,3,0.47666666666666674
3,1,6,0,0.5133333333333334
3,0,5,5,0.7631249999999999
8,0,8,6,0.9217241379310346
9,0,7,4,1.0150632911392405
1,1,5,5,0.671
2,0,7,9,0.6376271186440678
2,1,4,7,0.5316666666666666
4,1,5,0,0.7625675675675675
2,0,4,7,0.462
7,0,6,1,0.8178260869565216
9,0,5,1,0.9693749999999999
7,1,4,7,0.8214893617021277
6,0,9,1,0.8344285714285714
1,1,8,7,0.7282758620689656
9,1,6,4,0.9554651162790697
5,0,5,8,0.7390140845070423
5,0,5,8,0.825
6,0,8,7,0.9389690721649485
9,1,8,8,1.0008791208791208
8,0,4,6,0.8616666666666667
8,1,4,7,0.8857894736842105
8,0,4,5,0.8567307692307692
1,1,7,8,0.5342857142857144
1,0,6,1,0.6265822784810127
8,0,5,2,0.840566037735849
5,1,6,1,0.797910447761194
9,1,8,5,1.0296
2,0,9,2,0.44000000000000006
9,1,6,0,0.9691578947368422
8,1,6,3,0.81984375
9,1,4,4,0.86625
4,1,8,3,0.7424999999999999
1,0,6,5,0.4346341463414634
1,1,5,2,0.5995774647887324
5,0,4,9,0.6853846153846153
2,0,6,5,0.70125
8,0,8,9,0.9063380281690142
5,1,9,0,0.8441052631578948
5,0,5,5,0.7071428571428572
2,0,9,7,0.6900000000000001
7,0,8,9,0.7367441860465116
8,0,8,7,0.9428571428571428
1,0,8,0,0.5269354838709678
2,1,9,6,0.6551470588235294
4,0,7,9,0.7323287671232878
5,1,5,9,0.759
2,0,8,3,0.7030434782608695
1,0,7,5,0.5787692307692308
9,1,4,5,0.8893220338983052
1,1,7,4,0.5399999999999999
4,0,4,9,0.5657142857142857
2,0,9,8,0.77625
4,0,7,9,0.7424999999999999
8,0,9,7,0.959381443298969
8,0,8,5,0.9649367088607594
9,1,7,3,0.9422891566265061
5,0,7,3,0.7734374999999999
7,0,8,8,0.8303225806451613
3,1,4,3,0.7633734939759037
4,1,8,6,0.8687755102040816
9,0,5,5,0.8167500000000001
1,1,7,1,0.64625
2,1,5,4,0.5683333333333334
5,1,8,2,0.7425
3,0,9,8,0.7323287671232878
2,0,8,9,0.5833928571428572
1,0,6,0,0.6636263736263736
3,1,5,9,0.7960824742268041
1,0,6,3,0.680625
1,0,5,3,0.7037349397590361
1,1,9,8,0.4604651162790698
8,0,6,0,0.8186538461538461
3,1,6,1,0.43744186046511624
1,1,5,0,0.36586956521739133
7,1,8,0,0.8502352941176471
3,1,4,0,0.7273469387755102
8,0,8,2,0.804375
4,0,4,3,0.7025806451612903
4,0,5,9,0.715
5,1,7,1,0.7974999999999999
6,0,8,0,0.7550847457627119
7,0,6,4,0.8288372093023255
4,1,8,5,0.5445
8,1,5,1,0.9154838709677419
6,0,7,2,0.8311111111111111
1,1,7,9,0.6373972602739726
1,0,8,2,0.6000000000000001
9,1,8,1,0.957
6,1,9,3,0.832857142857143
8,0,8,4,0.8433333333333334
7,1,5,7,0.882972972972973
6,1,4,5,0.75796875
4,1,9,8,0.8109574468085107
7,0,4,2,0.7424999999999999
9,0,6,9,0.9723214285714287
7,0,5,8,0.8085
1,1,9,3,0.76
9,1,7,7,0.8567307692307692
4,1,9,9,0.66
3,1,6,6,0.5755813953488372
4,0,7,6,0.6216279069767442
4,0,9,8,0.8089024390243903
2,1,7,9,0.6501492537313432
1,0,8,1,0.3873913043478261
1,0,7,4,0.5635384615384615
8,0,9,2,0.8513999999999999
2,1,7,6,0.6757142857142857
5,0,5,2,0.796829268292683
4,0,8,4,0.6869387755102041
8,0,8,4,1.0030263157894739
2,0,6,1,0.5901923076923077
9,0,8,0,0.9542168674698797
7,1,4,5,0.8677777777777776
7,0,5,0,0.8757692307692307
1,0,6,8,0.580344827586207
2,1,4,9,0.759
4,0,7,4,0.7510344827586207
4,1,4,0,0.5823529411764706
3,1,6,7,0.7941758241758241
7,1,8,0,0.8439344262295083
8,1,5,3,0.9324418604651163
2,0,6,6,0.6773684210526316
4,0,4,3,0.802421052631579
3,1,4,4,0.6313043478260869
2,0,6,6,0.7221176470588235
6,1,9,3,0.8541176470588235
4,0,9,4,0.7425
6,0,6,6,0.7919999999999999
2,1,9,0,0.594
4,0,6,2,0.82
6,1,8,0,0.7946052631578948
5,0,6,2,0.8193103448275861
3,0,7,1,0.7960824742268041
8,0,5,4,0.9205263157894736
7,1,5,9,0.9303614457831326
3,1,7,4,0.7980612244897959
6,1,4,9,0.8400000000000001
4,0,4,8,0.7555263157894737
5,1,4,7,0.8193103448275861
5,1,4,2,0.7182352941176471
7,1,8,0,0.8941935483870969
5,0,7,4,0.8001369863013699
3,0,5,2,0.6942857142857143
5,0,7,4,0.7504838709677418
7,0,5,8,0.9039130434782608
5,1,4,0,0.7734374999999999
5,0,8,0,0.6216279069767442
9,1,6,8,0.961304347826087
3,0,6,2,0.6886956521739129
6,1,9,9,0.7996153846153845
1,1,4,4,0.6722222222222223
5,0,4,8,0.82125
8,1,7,4,0.8592452830188679
5,1,8,2,0.8441052631578948
9,1,8,8,0.9439534883720929
6,1,7,6,0.7372340425531915
8,0,8,6,0.968936170212766
8,0,8,7,0.9271428571428572
3,1,6,4,0.6078947368421052
7,0,8,1,0.8695945945945945
7,1,4,8,0.81984375
6,1,6,2,0.7955357142857143
7,0,4,1,0.8505633802816902
2,1,4,9,0.7711578947368422
9,0,7,9,0.9428571428571428
1,1,9,4,0.49500000000000005
1,0,8,7,0.47596153846153844
3,0,8,2,0.675
3,1,8,5,0.7737931034482759
1,0,8,8,0.47250000000000003
7,1,6,1,0.858
4,0,5,7,0.6853846153846154
2,1,4,9,0.7088888888888888
5,0,9,6,0.8957142857142857
6,0,9,2,0.806142857142857
9,0,5,0,0.9293877551020409
4,1,5,5,0.792
2,0,5,1,0.6092307692307692
5,1,6,2,0.730327868852459
3,0,5,4,0.601764705882353
2,0,6,7,0.6971830985915494
1,1,7,1,0.645
2,0,7,5,0.6875
6,1,9,0,0.8608695652173913
8,1,7,6,0.9791208791208791
3,1,6,3,0.6376271186440678
9,1,6,0,0.9265384615384615
9,1,4,8,0.96525
2,0,5,8,0.6767088607594937
8,1,8,2,0.9293877551020409
5,0,8,5,0.7424999999999999
4,1,5,6,0.7658490566037736
5,1,8,3,0.8468674698795181
4,0,8,5,0.8145569620253165
8,0,8,8,0.9361956521739131
4,1,9,9,0.7627868852459017
6,1,6,5,0.7294736842105263
2,0,6,6,0.7055172413793104
5,0,6,5,0.7861764705882354
6,1,5,6,0.8571951219512195
5,1,7,0,0.7559999999999999
2,1,9,5,0.7454117647058824
7,0,9,8,0.9364864864864864
4,1,8,2,0.8285869565217392
8,0,4,5,0.8408219178082192
7,0,6,3,0.66
7,1,9,6,0.8288372093023255
9,1,9,6,0.9793548387096774
1,0,4,8,0.405
6,1,8,3,0.7475510204081632
6,1,9,7,0.8812087912087913
6,0,9,7,0.8298529411764706
6,1,7,7,0.8505633802816902
7,0,4,7,0.8768571428571429
6,0,8,5,0.6519512195121951
1,1,8,7,0.5047058823529412
3,0,6,5,0.72
2,0,7,9,0.405
6,1,8,1,0.8597368421052632
8,0,7,2,0.885
3,1,6,5,0.6546774193548386
8,0,4,6,0.88
8,0,9,3,0.9209302325581395
5,0,9,0,0.8485714285714285
8,0,5,3,0.8415
6,0,5,5,0.77
5,0,5,7,0.7991566265060241
9,0,9,3,0.99
7,1,7,9,0.8945783132530121
8,0,5,0,0.9103448275862069
1,1,4,4,0.5499999999999999
2,0,8,6,0.7312500000000001
8,0,7,5,0.9254347826086956
9,1,9,2,0.9091836734693878
4,1,4,6,0.77625
9,1,9,3,0.9675
4,0,7,4,0.8342696629213483
9,1,7,6,0.9417073170731708
7,0,7,1,0.8344285714285714
2,0,6,3,0.6496875
9,1,8,3,0.9669767441860464
4,0,5,5,0.77
8,1,6,6,0.9503999999999999
7,1,8,3,0.86625
7,1,9,9,0.9303614457831326
8,1,5,0,0.8209756097560976
1,0,6,0,0.396
5,0,6,4,0.680625
2,1,4,0,0.45000000000000007
2,1,6,2,0.5872881355932204
1,0,7,8,0.6697058823529413
5,0,9,2,0.693
2,1,6,2,0.474375
4,0,7,8,0.7535820895522388
3,0,8,4,0.7898936170212766
3,0,8,7,0.5687234042553192
2,0,7,9,0.6788571428571428
6,1,4,8,0.7550847457627119
2,0,4,5,0.6000000000000001
8,1,8,6,0.8846808510638298
8,1,9,6,0.9580645161290322
5,1,6,6,0.7425
7,0,8,3,0.8126865671641791
4,0,8,1,0.7185483870967742
1,1,7,1,0.44000000000000006
2,0,4,6,0.35357142857142854
4,1,9,9,0.6300000000000001
1,1,7,6,0.515625
8,0,8,9,0.8393478260869566
9,0,5,6,0.96
4,0,6,7,0.5525581395348836
3,1,8,2,0.7996153846153846
2,1,7,4,0.42750000000000005
5,0,5,5,0.6137999999999999
3,1,5,7,0.6416666666666667
7,1,8,7,0.8815068493150685
6,1,9,9,0.780576923076923
1,0,4,2,0.6919354838709677
8,0,5,3,0.9444827586206896
2,0,6,5,0.47347826086956524
5,1,7,3,0.8521518987341773
9,0,7,9,0.8800000000000001
8,1,7,3,0.9587368421052632
2,1,8,4,0.6853846153846155
9,1,7,9,1.001123595505618
5,0,7,6,0.8178260869565216
6,1,6,1,0.7627868852459017
3,0,4,1,0.6651562499999999
3,1,9,9,0.7388059701492538
8,0,8,8,0.9687096774193548
2,0,8,3,0.5705084745762713
2,0,7,4,0.6853846153846155
5,0,6,2,0.6128571428571429
6,0,5,1,0.7650000000000001
2,0,7,9,0.4455
5,0,7,7,0.6966666666666668
7,0,8,3,0.868153846153846
8,1,8,0,0.8014285714285715
7,1,7,5,0.8521518987341773
8,1,8,5,0.94875
9,1,6,1,0.952875
5,1,5,1,0.8173255813953487
5,0,5,7,0.8188888888888889
4,0,5,6,0.8001369863013699
9,0,7,1,0.99
5,0,9,9,0.6525
2,0,7,0,0.6788571428571428
8,1,7,7,0.9900000000000001
7,1,6,9,0.9138461538461538
8,0,5,1,0.9296341463414635
3,1,8,4,0.49500000000000005
4,1,8,5,0.6816393442622951
5,0,4,9,0.6783333333333333
6,0,4,0,0.792
1,1,9,1,0.5731578947368421
4,1,8,9,0.8193103448275861
5,0,5,3,0.70125
7,1,7,1,0.8167500000000001
5,0,8,5,0.8571951219512195
1,1,9,3,0.515625
7,1,9,2,0.878225806451613
8,0,8,5,0.9175609756097561
7,1,4,8,0.8957142857142857
4,0,5,7,0.8267010309278351
8,1,8,1,0.8451219512195122
5,1,7,2,0.6537735849056603
9,0,7,1,0.9514285714285714
5,1,6,9,0.8270886075949367
1,0,7,6,0.5384210526315789
9,0,8,8,0.972
5,1,8,0,0.850108695652174
6,0,7,2,0.8444117647058823
4,0,4,5,0.7872289156626506
6,0,5,3,0.7127999999999999
8,1,9,9,0.9680000000000001
3,0,8,9,0.6128571428571429
5,0,7,0,0.6911320754716981
2,1,9,8,0.82
2,0,7,6,0.4346341463414634
7,0,8,6,0.9202816901408452
6,0,6,0,0.8485714285714285
4,1,5,8,0.6335999999999999
5,1,8,7,0.8277049180327869
1,1,9,9,0.42428571428571427
7,1,7,4,0.9121348314606741
8,1,6,3,0.9334285714285715
9,1,8,0,0.9487499999999999
8,0,5,8,0.9271428571428572
5,1,6,7,0.6435000000000001
3,1,9,1,0.7514457831325302
9,1,7,3,0.9533333333333335
6,1,4,3,0.8597368421052632
5,0,5,6,0.765
3,0,6,2,0.6942857142857143
6,1,8,7,0.8762068965517241
3,0,8,6,0.675
6,1,6,9,0.9184337349397591
4,0,8,3,0.6211764705882353
2,1,6,8,0.35357142857142854
8,1,5,5,0.8895652173913042
4,1,8,2,0.7669014084507043
9,1,5,6,0.9420967741935483
7,0,7,5,0.7726829268292683
2,1,7,7,0.4519565217391304
4,0,7,4,0.7594520547945206
5,0,7,5,0.7669014084507043
3,0,8,0,0.796304347826087
9,1,6,7,0.9392307692307693
5,0,8,0,0.7808450704225354
2,0,9,2,0.7002439024390243
3,0,8,1,0.7726829268292683
9,1,5,5,0.9152830188679245
7,0,6,7,0.7307142857142856
2,1,4,7,0.7454117647058824
9,0,4,6,0.8784507042253522
4,0,6,6,0.796829268292683
9,1,4,7,0.9636
2,1,6,4,0.6717857142857143
4,0,5,2,0.796551724137931
5,1,5,1,0.6364285714285715
2,0,8,2,0.7424999999999999
1,0,4,2,0.42428571428571427
7,1,6,6,0.9146739130434782
1,1,5,0,0.7137209302325581
8,1,8,6,0.9148101265822784
3,0,4,5,0.5557894736842105
6,0,4,9,0.7071428571428571
7,0,4,1,0.8123076923076924
1,1,5,9,0.5051020408163265
6,1,5,0,0.892087912087912
7,1,4,8,0.845625
6,0,5,1,0.8269411764705882
4,1,4,3,0.8320212765957448
1,1,7,8,0.6871764705882353
9,0,5,8,0.891
4,1,6,0,0.84
7,1,5,1,0.8524999999999999
7,0,4,1,0.858
2,0,6,1,0.6549230769230769
1,0,8,7,0.5850000000000001
8,0,6,7,0.8999999999999999
8,0,6,9,0.8763934426229509
7,0,5,7,0.8376923076923077
8,1,9,3,0.8926229508196722
3,1,6,7,0.5625
2,0,6,6,0.6956756756756757
7,0,4,7,0.7485365853658537
8,1,5,0,0.9097297297297298
1,0,4,2,0.391875
9,0,5,9,0.9570000000000001
4,1,8,5,0.781
4,1,9,0,0.8325
3,0,6,3,0.6078947368421052
6,0,5,8,0.8330487804878048
1,1,6,6,0.46588235294117647
6,0,6,0,0.6835714285714285
2,1,7,5,0.5905263157894737
9,1,4,5,0.9691578947368422
2,0,9,1,0.6685714285714286
7,1,5,5,0.796304347826087
1,1,8,9,0.67375
7,1,9,1,0.8360000000000001
5,0,7,7,0.7642105263157895
8,0,4,6,0.8839285714285714
4,0,8,5,0.7140983606557377
7,1,8,9,0.924
6,1,6,5,0.8250000000000001
5,0,4,8,0.8250000000000001
4,1,7,8,0.5981249999999999
7,1,5,9,0.8963513513513514
5,0,5,9,0.7983870967741935
5,1,7,1,0.7376470588235294
1,1,6,2,0.718021978021978
2,1,6,9,0.66
5,1,8,6,0.8453932584269663
3,1,4,9,0.8020253164556962
2,1,8,8,0.53625
4,0,5,5,0.5901923076923077
4,0,7,0,0.7894936708860759
4,1,4,6,0.8196774193548387
4,0,7,0,0.7455555555555555
3,0,4,4,0.5833928571428572
7,0,9,8,0.8393478260869566
9,1,5,9,0.9192857142857144
5,0,5,9,0.8636170212765957
4,1,9,8,0.8120224719101123
2,0,4,0,0.5814285714285714
2,0,6,5,0.38634146341463416
5,1,4,2,0.7893243243243242
7,0,5,8,0.8717910447761194
9,1,7,2,0.9558620689655173
7,0,8,1,0.8112499999999999
5,0,7,7,0.759
6,0,5,2,0.8608695652173913
3,0,7,4,0.6061224489795918
5,1,6,5,0.8393478260869566
8,1,6,9,0.9434117647058824
1,0,4,9,0.6717857142857142
1,1,7,0,0.495
7,0,7,6,0.8485714285714286
5,1,5,6,0.682
5,1,4,4,0.803
1,1,4,8,0.7102173913043479
9,0,7,1,0.9533333333333333
1,1,8,4,0.6951063829787234
5,1,7,1,0.7625675675675675
9,0,7,1,0.8684210526315789
4,0,7,8,0.8285869565217392
8,0,6,6,0.9217241379310346
6,1,9,3,0.675
3,1,4,7,0.6651562499999999
4,1,9,3,0.6732
2,1,6,0,0.5253061224489796
1,1,8,9,0.6364285714285715
8,1,5,2,0.9107999999999999
1,0,8,9,0.594
1,1,4,0,0.6222857142857143
4,1,5,1,0.7808450704225354
6,1,9,1,0.7755
9,0,8,6,0.9726315789473684
1,1,4,3,0.73
7,0,8,9,0.8336842105263157
5,1,5,8,0.594
8,0,5,1,0.9152830188679245
7,0,8,8,0.8636170212765957
4,0,6,5,0.5795121951219512
4,1,8,9,0.792
6,0,9,7,0.8250000000000001
6,1,8,6,0.92
9,0,8,7,0.9221917808219179
5,1,6,8,0.8184
8,0,7,7,0.891
5,0,5,5,0.8470000000000001
2,1,9,7,0.66
6,0,4,7,0.8433333333333333
9,1,5,1,0.9405
3,0,5,1,0.6971830985915494
1,0,7,0,0.5537288135593221
1,1,5,9,0.7345161290322579
3,1,5,1,0.7252325581395348
5,1,6,6,0.7787999999999999
3,0,6,2,0.6853846153846155
9,1,6,3,0.9326086956521739
8,1,6,3,0.8823913043478261
3,0,6,3,0.6654098360655738
9,1,9,1,0.9693749999999999
6,1,4,5,0.8898876404494382
7,0,7,0,0.8721428571428571
4,0,8,4,0.666734693877551
4,0,9,1,0.8128421052631579
2,0,6,8,0.4423404255319149
5,0,7,1,0.735
8,1,8,5,0.8687755102040816
7,0,5,3,0.7471698113207548
7,0,9,5,0.8968235294117648
6,0,5,1,0.8485714285714285
3,1,7,1,0.805054945054945
5,1,4,6,0.8303225806451613
1,1,4,2,0.41579999999999995
7,1,7,2,0.7480000000000001
9,0,4,6,0.891
1,0,4,7,0.64625
2,0,5,6,0.6144827586206897
3,1,4,2,0.6726923076923077
3,0,4,2,0.7071428571428572
8,1,7,6,0.903157894736842
7,1,4,2,0.882972972972973
6,1,9,1,0.8594505494505494
4,0,6,6,0.760609756097561
9,0,6,2,0.9378947368421053
1,0,7,4,0.5632758620689655
2,0,6,6,0.7532608695652173
4,1,5,1,0.7385714285714285
3,0,9,7,0.7607368421052632
1,1,9,1,0.678082191780822
5,1,7,3,0.779016393442623
7,1,4,3,0.7597674418604651
2,1,6,7,0.7424999999999999
5,1,5,0,0.6263265306122449
6,1,7,8,0.7726829268292683
7,1,7,5,0.7161702127659575
1,0,4,3,0.56375
7,0,8,5,0.9192857142857143
4,1,6,5,0.7842857142857143
8,0,5,8,0.9054878048780488
4,0,7,3,0.8081632653061225
6,0,6,7,0.8422388059701491
9,0,5,0,0.9293877551020409
5,1,9,5,0.8367857142857142
4,0,9,4,0.51975
8,1,5,2,0.9357534246575342
9,1,9,3,0.8721428571428571
4,0,7,7,0.66
3,0,6,9,0.5850000000000001
8,1,5,1,0.9044444444444444
5,1,7,7,0.6869387755102041
2,0,6,6,0.46588235294117647
9,0,6,0,0.9205263157894736
3,1,7,1,0.7552577319587629
2,0,6,6,0.6104999999999999
1,1,8,2,0.5115
8,1,5,1,0.71775
3,1,5,0,0.495
7,1,6,6,0.8325
1,0,7,2,0.5723437499999999
1,1,4,5,0.7450515463917525
9,1,9,9,0.97875
8,0,6,7,0.9478723404255319
3,0,4,5,0.5657142857142857
6,1,6,6,0.7218749999999999
3,0,4,5,0.7250704225352114
4,0,6,6,0.5940000000000001
1,1,7,4,0.7312500000000001
5,0,9,8,0.8020253164556962
1,0,4,2,0.495
1,0,8,5,0.47347826086956524
7,0,7,8,0.7532608695652173
6,0,9,0,0.8288372093023255
2,1,6,4,0.6980769230769232
2,0,4,3,0.7558064516129032
7,1,9,8,0.9
1,1,5,0,0.4002127659574468
2,0,7,3,0.515625
8,0,4,0,0.8126865671641791
6,0,7,2,0.7516666666666667
2,0,4,3,0.4104878048780488
7,0,5,0,0.7747826086956522
4,0,8,4,0.8173255813953487
2,0,5,5,0.6078947368421052
6,0,6,0,0.779016393442623
9,0,7,9,0.9121348314606741
9,0,8,9,0.9697959183673469
8,0,7,3,0.9154838709677419
3,0,9,3,0.7675280898876404
3,1,4,0,0.6875
2,0,6,1,0.47347826086956524
5,1,6,9,0.5892857142857143
4,1,7,4,0.6164150943396227
7,0,6,1,0.8468674698795181
4,1,7,2,0.8152941176470588
9,0,4,8,0.9371999999999999
2,0,4,4,0.5330769230769231
6,1,7,0,0.7919999999999999
7,0,5,4,0.828
4,1,5,2,0.8090322580645161
6,1,4,0,0.6525
7,0,8,2,0.9138461538461538
4,1,5,5,0.7270312499999999
8,1,7,9,0.8999999999999999
9,0,4,4,0.9385714285714285
1,1,6,0,0.7007865168539326
7,0,6,1,0.8742857142857143
9,0,5,4,0.9392307692307693
5,0,8,8,0.8545263157894737
2,0,9,4,0.802421052631579
6,1,5,4,0.8762068965517241
7,0,8,0,0.878625
2,1,5,4,0.594
2,1,6,7,0.7778571428571428
1,0,8,8,0.47596153846153844
4,0,6,9,0.7514457831325302
7,0,7,2,0.8800000000000001
9,1,7,3,0.9443076923076923
3,0,4,6,0.7898936170212766
7,1,6,6,0.9268085106382978
7,0,6,0,0.76725
7,0,4,5,0.7582978723404254
2,1,7,8,0.4834883720930232
6,1,7,4,0.825
2,0,8,7,0.6491803278688525
6,0,8,9,0.8910000000000001
3,0,9,8,0.8070652173913043
2,1,7,9,0.7756701030927835
6,0,9,9,0.8597368421052632
2,0,5,2,0.66375
5,1,6,0,0.6128571428571429
2,0,8,1,0.5632758620689655
3,1,5,4,0.47025
3,1,8,9,0.7133823529411765
6,0,4,6,0.7983870967741935
6,0,6,5,0.77
3,1,9,3,0.7793617021276595
3,1,9,8,0.7832967032967032
1,0,8,3,0.6558750000000001
7,1,7,2,0.9580645161290322
8,1,9,4,0.7875
2,0,4,3,0.47347826086956524
4,1,4,1,0.8250000000000001
7,1,7,2,0.8981443298969073
8,1,4,6,0.8580000000000001
1,1,6,1,0.70875
4,1,8,0,0.7140983606557377
6,1,4,1,0.81
3,0,6,7,0.6282692307692307
5,0,7,7,0.7570588235294118
9,0,8,9,1.036046511627907
3,0,7,1,0.484468085106383
5,1,8,5,0.8206578947368421
8,0,4,6,0.891
6,1,4,0,0.8206578947368421
4,0,8,6,0.7542857142857142
8,1,6,7,0.9443076923076923
3,0,6,8,0.7726829268292683
3,1,6,7,0.5897872340425533
4,0,5,2,0.7518987341772151
9,0,9,7,0.9624999999999999
5,0,9,2,0.825
8,0,9,5,0.8735294117647059
6,0,6,3,0.7425
3,1,4,6,0.6797014925373135
8,0,5,7,0.9469565217391305
9,1,6,9,0.9774683544303797
8,0,4,5,0.8308928571428571
4,0,5,9,0.7898936170212766
6,0,4,3,0.8143548387096774
1,1,8,7,0.7189285714285714
4,0,4,6,0.5981249999999999
8,0,5,9,0.8692682926829268
1,1,6,7,0.6135211267605635
3,1,9,9,0.8250000000000001
1,1,5,6,0.6853846153846154
9,1,6,2,0.95625
2,0,6,2,0.6505714285714286
9,1,7,8,0.9469565217391305
4,1,8,6,0.7891304347826087
2,0,7,0,0.7756701030927835
4,1,9,2,0.5892857142857143
6,1,5,0,0.8140000000000001
7,1,7,5,0.8690000000000001
3,0,9,1,0.781578947368421
3,1,6,6,0.5775
8,1,5,7,0.8889795918367347
5,1,7,5,0.8385882352941176
4,0,4,4,0.8008988764044943
7,0,9,9,0.959381443298969
7,1,9,3,0.9094186046511628
9,0,8,8,0.9747692307692307
9,1,4,7,0.86625
5,0,5,4,0.7747826086956522
8,0,7,0,0.928125
1,1,6,7,0.6685714285714286
9,1,7,7,0.9166666666666667
8,1,5,6,0.8971874999999999
6,0,5,6,0.7260000000000001
3,1,5,7,0.6599999999999999
3,0,5,0,0.42075
8,0,9,2,0.9378947368421053
5,1,7,3,0.7542857142857142
7,0,4,5,0.8132142857142858
